Histone variant,Previous HGNC Symbol,Interactor gene,Interactor category,PDBID,BioGRID count,String count,IntAct count
H1.1,HIST1H1A,ZSCAN25,TF,,2,0,2
H1.1,HIST1H1A,HP1BP3,"Histone chaperones,TF",,1,0,0
H1.1,HIST1H1A,DDX27,,,1,0,0
H1.1,HIST1H1A,TRUB2,,,2,0,2
H1.1,HIST1H1A,NOP14,,,2,0,2
H1.1,HIST1H1A,MOV10,,,2,0,2
H1.1,HIST1H1A,C7orf50,,,1,0,0
H1.1,HIST1H1A,ZCCHC3,,,1,0,0
H1.1,HIST1H1A,DHX57,,,2,0,2
H1.1,HIST1H1A,LARP1,,,2,0,2
H1.1,HIST1H1A,FARS2,,,2,0,2
H1.1,HIST1H1A,PTCD1,,,1,0,0
H1.1,HIST1H1A,CTCF,"DNA modificators,TF,Chromatin architecture",,1,0,0
H1.1,HIST1H1A,RPL36AL,,,2,0,2
H1.1,HIST1H1A,TUBA8,,,2,0,2
H1.1,HIST1H1A,NIFK,,,1,0,0
H1.1,HIST1H1A,RPS15,TF,,2,0,2
H1.1,HIST1H1A,RBM34,,,2,0,2
H1.1,HIST1H1A,GLE1,,,2,0,2
H1.1,HIST1H1A,RSBN1,,,1,0,0
H1.1,HIST1H1A,NOC4L,,,2,0,2
H1.1,HIST1H1A,PARN,,,2,0,2
H1.1,HIST1H1A,RRS1,,,1,0,0
H1.1,HIST1H1A,KRR1,,,1,0,0
H1.1,HIST1H1A,RPSA,,,2,0,2
H1.1,HIST1H1A,ZNF771,,,2,0,2
H1.1,HIST1H1A,NMNAT1,,,2,0,2
H1.1,HIST1H1A,FYTTD1,,,1,0,0
H1.1,HIST1H1A,RBMS1,,,2,0,2
H1.1,HIST1H1A,TRIM71,,,2,0,2
H1.1,HIST1H1A,NGDN,,,1,0,0
H1.1,HIST1H1A,NSA2,,,1,0,0
H1.1,HIST1H1A,C9orf114,,,2,0,0
H1.1,HIST1H1A,ZNF22,TF,,2,0,2
H1.1,HIST1H1A,TOE1,,,2,0,2
H1.1,HIST1H1A,SREK1,,,1,0,0
H1.1,HIST1H1A,RPS26P11,,,2,0,2
H1.1,HIST1H1A,TPPP,,,4,0,4
H1.1,HIST1H1A,KIAA0020,,,1,0,0
H1.1,HIST1H1A,RRP8,"PTM readers,Chromatin remodelers",,1,0,1
H1.1,HIST1H1A,RPS2,,,1,0,1
H1.1,HIST1H1A,RPS10,,,1,0,1
H1.1,HIST1H1A,PMPCA,,,1,0,1
H1.1,HIST1H1A,ARHGAP5,,,1,0,1
H1.1,HIST1H1A,LRRC36,,,1,0,1
H1.1,HIST1H1A,PIK3R6,,,1,0,1
H1.1,HIST1H1A,RNF213,,,1,0,1
H1.1,HIST1H1A,GBP6,,,1,0,1
H1.1,HIST1H1A,VTCN1,,,1,0,1
H1.1,HIST1H1A,MICALL1,,,1,0,1
H1.1,HIST1H1A,BICD2,,,1,0,1
H1.1,HIST1H1A,CCDC124,,,1,0,1
H1.1,HIST1H1A,CDADC1,,,1,0,1
H1.1,HIST1H1A,SHCBP1L,,,1,0,1
H1.1,HIST1H1A,PIDD1,,,1,0,1
H1.1,HIST1H1A,ZFYVE1,,,1,0,1
H1.1,HIST1H1A,RAI14,,,1,0,1
H1.1,HIST1H1A,TSKS,,,1,0,1
H1.1,HIST1H1A,SETD1B,PTM writers,,1,0,1
H1.1,HIST1H1A,RIPK4,,,1,0,1
H1.1,HIST1H1A,NUMA1,,,1,0,0
H1.1,HIST1H1A,EMX2,TF,,1,0,1
H1.1,HIST1H1A,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,0,1
H1.1,HIST1H1A,RHOH,,,1,0,1
H1.1,HIST1H1A,STEAP4,,,1,0,1
H1.1,HIST1H1A,ATF7IP,"DNA modificators,TF",,1,0,1
H1.1,HIST1H1A,CNTRL,,,1,0,1
H1.1,HIST1H1A,VSIG1,,,1,0,1
H1.1,HIST1H1A,PPARGC1B,,,1,0,1
H1.1,HIST1H1A,EGFL6,,,1,0,1
H1.1,HIST1H1A,MMAA,,,1,0,1
H1.1,HIST1H1A,DSEL,,,1,0,1
H1.1,HIST1H1A,CMYA5,,,1,0,1
H1.1,HIST1H1A,NIN,,,1,0,1
H1.1,HIST1H1A,ADGB,,,1,0,1
H1.1,HIST1H1A,UNC13C,,,1,0,1
H1.1,HIST1H1A,THAP4,,,1,0,1
H1.1,HIST1H1A,RAB3IP,,,1,0,1
H1.1,HIST1H1A,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,1,0,1
H1.1,HIST1H1A,CYSLTR2,,,1,0,1
H1.1,HIST1H1A,PDS5B,TF,,1,0,1
H1.1,HIST1H1A,PANK4,,,1,0,1
H1.1,HIST1H1A,FAIM,,,1,0,1
H1.1,HIST1H1A,DMGDH,,,1,0,1
H1.1,HIST1H1A,DLEC1,,,1,0,1
H1.1,HIST1H1A,WDR37,,,1,0,1
H1.1,HIST1H1A,THRAP3,TF,,1,0,1
H1.1,HIST1H1A,PCLO,,,1,0,1
H1.1,HIST1H1A,SMC5,,,1,0,1
H1.1,HIST1H1A,TAAR3,,,1,0,0
H1.1,HIST1H1A,XRCC4,,,1,0,1
H1.1,HIST1H1A,INPP5A,,,1,0,1
H1.1,HIST1H1A,KANK1,,,1,0,1
H1.1,HIST1H1A,ZMYM4,TF,,1,0,1
H1.1,HIST1H1A,PLA2G4F,,,1,0,1
H1.1,HIST1H1A,C22orf42,,,1,0,1
H1.1,HIST1H1A,SMEK1,,,1,0,0
H1.1,HIST1H1A,VPS13B,,,1,0,1
H1.1,HIST1H1A,GAS2L3,,,1,0,1
H1.1,HIST1H1A,CNTNAP5,,,1,0,1
H1.1,HIST1H1A,ESRP2,,,1,0,1
H1.1,HIST1H1A,PLCB1,,,1,0,1
H1.1,HIST1H1A,UTP3,,,1,0,1
H1.1,HIST1H1A,OSGIN2,,,1,0,1
H1.1,HIST1H1A,NSD3,"PTM writers,PTM readers",,0,0,1
H1.1,HIST1H1A,TERF1,"TF,Replication associated",,0,0,1
H1.1,HIST1H1A,TERF2IP,"TF,Replication associated",,0,0,1
H1.1,HIST1H1A,SPOUT1,,,0,0,1
H1.1,HIST1H1A,PUM3,,,0,0,1
H1.1,HIST1H1A,HMGN2,"TF,HMG",,0,0,1
H1.1,HIST1H1A,TAAR3P,,,0,0,1
H1.1,HIST1H1A,H3-4,,,0,0,1
H1.1,HIST1H1A,MCM5,"TF,Replication associated",,0,0,1
H1.1,HIST1H1A,CDK7,,,0,0,1
H1.1,HIST1H1A,PRLR,,,0,0,1
H1.1,HIST1H1A,PPIAL4C,,,0,0,1
H1.1,HIST1H1A,ECI2,,,0,0,1
H1.1,HIST1H1A,HUNK,,,0,0,1
H1.1,HIST1H1A,HIST2H2BF,,,0,0,1
H1.1,HIST1H1A,CASQ2,,,0,0,1
H1.1,HIST1H1A,DDX6,,,0,0,1
H1.1,HIST1H1A,PPP4R3A,,,0,0,1
H1.1,HIST1H1A,SCN4A,,,0,0,1
H1.1,HIST1H1A,MRPS15,,,0,0,1
H1.1,HIST1H1A,ASAP2,,,0,0,1
H1.1,HIST1H1A,DGKI,,,0,0,1
H1.1,HIST1H1A,REV3L,"TF,Replication associated,DNA repair",,0,0,1
H1.1,HIST1H1A,CHCHD2P9,,,0,0,1
H1.1,HIST1H1A,ZNF536,,,0,0,1
H1.1,HIST1H1A,CDC27,PTM writers,,0,0,1
H1.1,HIST1H1A,H3C15,,,0,0,1
H1.1,HIST1H1A,HTN3,,,0,0,1
H1.1,HIST1H1A,NEFH,,,0,0,1
H1.1,HIST1H1A,NPR3,,,0,0,1
H1.1,HIST1H1A,ABCC5,,,0,0,1
H1.1,HIST1H1A,CFB,,,0,0,1
H1.1,HIST1H1A,ABCC4,,,0,0,1
H1.1,HIST1H1A,MPC2,,,0,0,1
H1.1,HIST1H1A,LAMA2,,,0,0,1
H1.1,HIST1H1A,ARHGAP10,,,0,0,1
H1.1,HIST1H1A,CENPF,Replication associated,,0,0,1
H3.3,"H3F3B,H3F3A",ATRX,"PTM readers,DNA modificators,Histone chaperones,TF,DNA repair",,"0,7","1,7","1,0"
H3.3,"H3F3B,H3F3A",ASF1B,Histone chaperones,,"0,5","2,5","2,0"
H3.3,"H3F3B,H3F3A",DAXX,"Histone chaperones,TF",,"20,15","20,15","20,0"
H3.3,"H3F3B,H3F3A",RBBP4,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,Histone chaperones,Transcription associated,Replication associated",,"0,1","1,1","1,0"
H3.3,H3F3B,DNMT3L,"PTM readers,DNA modificators,TF",,0,1,1
H3.3,"H3F3B,H3F3A",HIRA,"Histone chaperones,TF",,"0,6","2,6","2,0"
H3.3,H3F3B,BPTF,"PTM readers,Chromatin remodelers,TF",,0,1,1
H3.3,"H3F3B,H3F3A",NASP,"Histone chaperones,Replication associated",,"1,3","1,3","0,0"
H3.3,"H3F3B,H3F3A",ASF1A,"Chromatin remodelers,Histone chaperones,DNA repair",,"0,8","2,8","2,0"
H3.3,H3F3B,MCM2,"Histone chaperones,TF,Replication associated",,0,2,2
H3.3,"H3F3B,H3F3A",EHMT2,"PTM writers,PTM readers,TF",,"1,1","1,1","0,0"
H3.3,H3F3B,ING4,"PTM writers,PTM readers,TF,Replication associated",,0,1,1
H3.3,H3F3B,DNMT3A,"PTM readers,DNA modificators,TF",,0,2,2
H3.3,H3F3B,EZH2,"PTM writers,TF,Transcription associated",,0,3,3
H3.3,H3F3A,PPP1CA,PTM writers,,1,1,0
H3.3,H3F3A,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,1,1,0
H3.3,H3F3A,TOP2A,"PTM readers,TF,Replication associated,DNA repair",,1,1,0
H3.3,H3F3A,MLLT3,TF,,1,1,0
H3.3,H3F3A,IPO4,Histone chaperones,,1,1,0
H3.3,H3F3A,CBX5,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,TF,Chromatin architecture",,1,1,0
H3.3,H3F3A,TOP1,"TF,Replication associated",,1,1,0
H3.3,H3F3A,CBX1,"PTM readers,Chromatin architecture",,1,1,0
H3.3,H3F3A,FBL,,,1,1,0
H3.3,H3F3A,ASH1L,"PTM writers,PTM readers,TF",,1,1,0
H3.3,H3F3A,CBX3,"PTM readers,TF,Chromatin architecture",,2,2,0
H3.3,H3F3A,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
H3.3,H3F3A,EHMT1,"PTM writers,PTM readers",,1,1,0
H3.3,H3F3A,TRIM28,"PTM readers,TF",,1,1,0
H3.3,H3F3A,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,1,1,0
H3.3,H3F3A,HDAC5,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H3.3,H3F3A,UBN1,"Histone chaperones,TF",,3,3,0
H3.3,H3F3A,BRD4,PTM readers,,1,1,0
H3.3,H3F3A,XRCC6,"TF,DNA repair",,1,1,0
H3.3,H3F3A,CABIN1,Histone chaperones,,3,3,0
H3.3,H3F3A,CARM1,"PTM writers,TF",,1,1,0
H3.3,H3F3A,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,4,4,0
H3.3,H3F3A,ZMYND11,"PTM readers,TF",,3,3,0
H3.3,H3F3A,KMT2C,"PTM writers,TF",,1,1,0
H3.3,H3F3A,HAT1,PTM writers,,2,2,0
H3.3,H3F3A,PPM1D,PTM erasers,,1,1,0
H3.3,H3F3A,EP300,"PTM writers,PTM readers,TF",,1,1,0
H3.3,"H3F3A,H3F3B",CHAF1A,"Chromatin remodelers,Histone chaperones,Replication associated,DNA repair",,"1,0","1,0","0,1"
H3.3,H3F3A,HDAC9,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
H3.3,H3F3A,KAT2A,"PTM writers,PTM readers,TF",,1,1,0
H3.3,H3F3A,PPP1CB,PTM writers,,1,1,0
H3.3,H3F3A,KAT2B,"PTM writers,PTM readers,Chromatin remodelers,TF",,2,2,0
H3.3,H3F3A,KDM4C,"PTM erasers,PTM readers,TF",,1,0,0
H3.3,H3F3A,NCL,"Histone chaperones,TF",,1,0,0
H3.3,H3F3A,SF3B1,Chromatin remodelers,,1,0,0
H3.3,H3F3A,THRAP3,TF,,1,0,0
H3.3,H3F3A,SAP130,"PTM writers,TF",,1,0,0
H3.3,H3F3A,SF3B2,,,1,0,0
H3.3,H3F3A,HNRNPK,TF,,1,0,0
H3.3,H3F3A,CCDC71,,,1,0,0
H3.3,H3F3A,RNF41,,,1,0,0
H3.3,H3F3A,DHRS12,,,1,0,0
H3.3,H3F3A,HMGB1,"TF,HMG,DNA repair",,1,0,0
H3.3,H3F3A,PRKDC,"PTM writers,TF,DNA repair",,1,0,0
H3.3,H3F3A,KPNA4,,,1,0,0
H3.3,H3F3A,PARP2,"TF,DNA repair",,1,0,0
H3.3,H3F3A,XRCC5,"TF,DNA repair",,1,0,0
H3.3,H3F3A,TFAP2A,TF,,1,0,0
H3.3,H3F3A,NEDD4,PTM writers,,1,0,0
H3.3,H3F3A,FGF2,,,1,0,0
H3.3,H3F3A,FGFR1,,,1,0,0
H3.3,H3F3A,TH,,,1,0,0
H3.3,H3F3A,CDKN1A,,,1,0,0
H3.3,H3F3A,BBC3,,,1,0,0
H3.3,H3F3A,SET,"Histone chaperones,Replication associated",,1,0,0
H3.3,H3F3A,VPRBP,,,1,0,0
H3.3,"H3F3A,H3F3B",PELP1,PTM writers,,"1,0","0,0","0,4"
H3.3,H3F3A,BRD7,"PTM readers,Chromatin remodelers,TF",,1,0,0
H3.3,H3F3B,TAF3,"PTM readers,TF",,0,0,3
H3.3,H3F3B,TAF5,"PTM writers,TF",,0,0,1
H3.3,H3F3B,TAF6,"PTM writers,TF",,0,0,1
H3.3,H3F3B,SUZ12,"PTM writers,TF,Transcription associated",,0,0,3
H3.3,H3F3B,PKM,,,0,0,1
H3.3,H3F3B,DYNC2I2,,,0,0,1
H3.3,H3F3B,DYNC2I1,,,0,0,1
H3.3,H3F3B,REV3L,"TF,Replication associated,DNA repair",,0,0,1
H3.3,H3F3B,HMGB2,"Histone chaperones,TF,HMG,DNA repair",,0,0,1
TS H2B.1,HIST1H2BA,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,3,3,3
TS H2B.1,HIST1H2BA,PHF14,PTM readers,,2,2,2
TS H2B.1,HIST1H2BA,TRRAP,"PTM writers,Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,2,2,2
TS H2B.1,HIST1H2BA,ZNHIT1,Chromatin remodelers,,2,2,2
TS H2B.1,HIST1H2BA,HDAC3,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
TS H2B.1,HIST1H2BA,MEAF6,PTM writers,,2,2,2
TS H2B.1,HIST1H2BA,ARID5B,TF,,2,2,2
TS H2B.1,HIST1H2BA,JAZF1,TF,,1,1,1
TS H2B.1,HIST1H2BA,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,2,2,2
TS H2B.1,HIST1H2BA,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,2,2,2
TS H2B.1,HIST1H2BA,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,3,3,3
TS H2B.1,HIST1H2BA,MBTD1,PTM readers,,2,2,2
TS H2B.1,HIST1H2BA,MORF4L2,"Chromatin remodelers,DNA repair",,1,1,0
TS H2B.1,HIST1H2BA,EPC2,"Chromatin remodelers,DNA repair",,2,2,2
TS H2B.1,HIST1H2BA,YEATS4,"PTM writers,Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,KAT5,"PTM writers,Chromatin remodelers,TF,DNA repair",,2,2,2
TS H2B.1,HIST1H2BA,EHMT2,"PTM writers,PTM readers,TF",,2,2,2
TS H2B.1,HIST1H2BA,APLF,DNA repair,,2,2,2
TS H2B.1,HIST1H2BA,RUVBL1,"PTM writers,Chromatin remodelers,TF",,3,3,3
TS H2B.1,HIST1H2BA,BAHD1,"Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,SRCAP,"PTM writers,TF",,2,2,2
TS H2B.1,HIST1H2BA,MORF4L1,"PTM writers,PTM erasers,Chromatin remodelers,DNA repair",,2,2,2
TS H2B.1,HIST1H2BA,MIER3,TF,,2,2,2
TS H2B.1,HIST1H2BA,BRD8,"PTM writers,PTM readers,Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,ING3,"PTM writers,PTM readers,Chromatin remodelers",,2,2,2
TS H2B.1,HIST1H2BA,VPS72,"Chromatin remodelers,Histone chaperones,TF",,2,2,2
TS H2B.1,HIST1H2BA,EHMT1,"PTM writers,PTM readers",,1,1,0
TS H2B.1,HIST1H2BA,EPC1,"PTM writers,Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,ACTR6,Chromatin remodelers,,2,2,2
TS H2B.1,HIST1H2BA,MIER1,TF,,2,2,2
TS H2B.1,HIST1H2BA,EP400,"PTM writers,Chromatin remodelers,TF",,2,2,2
TS H2B.1,HIST1H2BA,HDAC1,"PTM erasers,PTM readers,Chromatin remodelers,TF",,3,3,3
TS H2B.1,HIST1H2BA,MRGBP,"PTM writers,Chromatin remodelers",,2,2,2
TS H2B.1,HIST1H2BA,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",,2,2,2
TS H2B.1,HIST1H2BA,APP,TF,,1,0,0
TS H2B.1,HIST1H2BA,NAP1L1,"Histone chaperones,Replication associated",,2,0,2
TS H2B.1,HIST1H2BA,GON4L,TF,,2,0,2
TS H2B.1,HIST1H2BA,LIG3,"TF,Replication associated,DNA repair",,2,0,2
TS H2B.1,HIST1H2BA,ACTL6A,"PTM writers,Chromatin remodelers",,2,0,2
TS H2B.1,HIST1H2BA,ACTL6B,Chromatin remodelers,,2,0,2
TS H2B.1,HIST1H2BA,PARP2,"TF,DNA repair",,2,0,2
TS H2B.1,HIST1H2BA,TCF20,TF,,2,0,2
TS H2B.1,HIST1H2BA,C16orf87,,,2,0,2
TS H2B.1,HIST1H2BA,HLTF,TF,,2,0,2
TS H2B.1,HIST1H2BA,MCM7,"TF,Replication associated",,2,0,2
TS H2B.1,HIST1H2BA,MCM2,"Histone chaperones,TF,Replication associated",,2,0,2
TS H2B.1,HIST1H2BA,IPO9,,,2,0,2
TS H2B.1,HIST1H2BA,PPM1G,,,2,0,2
TS H2B.1,HIST1H2BA,MMS22L,,,2,0,2
TS H2B.1,HIST1H2BA,MCM6,"TF,Replication associated",,2,0,2
TS H2B.1,HIST1H2BA,TEX10,PTM writers,,2,0,2
TS H2B.1,HIST1H2BA,CRAMP1L,TF,,2,0,0
TS H2B.1,HIST1H2BA,CHD1L,"TF,DNA repair",,1,0,0
TS H2B.1,HIST1H2BA,ANP32E,Histone chaperones,,2,0,2
TS H2B.1,HIST1H2BA,MCM4,"TF,Replication associated",,2,0,2
TS H2B.1,HIST1H2BA,XPC,"TF,DNA repair",,2,0,2
TS H2B.1,HIST1H2BA,CFDP1,,,2,0,2
TS H2B.1,HIST1H2BA,CETN2,,,2,0,2
TS H2B.1,HIST1H2BA,UBE2O,,,2,0,2
TS H2B.1,HIST1H2BA,KBTBD7,,,1,0,0
TS H2B.1,HIST1H2BA,TONSL,Histone chaperones,,2,0,2
TS H2B.1,HIST1H2BA,SENP3,PTM writers,,1,0,0
TS H2B.1,HIST1H2BA,CDYL,"PTM writers,PTM readers",,2,0,2
TS H2B.1,HIST1H2BA,PELP1,PTM writers,,1,0,0
TS H2B.1,HIST1H2BA,XRCC1,"TF,DNA repair",,2,0,2
TS H2B.1,HIST1H2BA,HMG20A,TF,,2,0,2
TS H2B.1,HIST1H2BA,TRIM41,,,2,0,2
TS H2B.1,HIST1H2BA,NAP1L4,Histone chaperones,,1,0,1
TS H2B.1,HIST1H2BA,GINS3,Replication associated,,1,0,1
TS H2B.1,HIST1H2BA,BRD7,"PTM readers,Chromatin remodelers,TF",,0,0,1
TS H2B.1,HIST1H2BA,CRAMP1,,,0,0,1
canonical H2B,"HIST1H2BD,HIST1H2BM",HDAC6,"PTM erasers,PTM readers,Chromatin remodelers,TF",,"1,1","1,1","1,1"
canonical H2B,HIST1H2BD,HIST3H3,,,1,1,0
canonical H2B,"HIST1H2BD,HIST2H2BE",REST,TF,,"1,0","1,1","1,1"
canonical H2B,HIST1H2BK,HIRA,"Histone chaperones,TF",,1,1,0
canonical H2B,HIST2H2BE,HIPK2,TF,,1,1,0
canonical H2B,HIST2H2BE,GATAD2B,"Chromatin remodelers,TF",,1,1,0
canonical H2B,HIST2H2BE,TOP1,"TF,Replication associated",,0,1,1
canonical H2B,"HIST2H2BE,HIST1H2BB,HIST1H2BG",YEATS4,"PTM writers,Chromatin remodelers,TF",,"0,1,1","1,0,0","1,0,1"
canonical H2B,HIST2H2BE,TAF1B,"Histone chaperones,TF",,1,1,0
canonical H2B,HIST2H2BE,UBC,,6T9L,6,6,0
canonical H2B,HIST2H2BE,UBC,,6NN6,6,6,0
canonical H2B,HIST2H2BE,UBC,,6NQA,6,6,0
canonical H2B,HIST2H2BE,UBC,,6VEN,6,6,0
canonical H2B,HIST2H2BE,UBC,,7K6Q,6,6,0
canonical H2B,HIST2H2BE,UBC,,7K6P,6,6,0
canonical H2B,"HIST2H2BE,HIST1H2BG,HIST1H2BD",INCENP,,,"1,1,1","1,0,0","1,1,1"
canonical H2B,HIST2H2BE,RTF1,TF,,1,1,1
canonical H2B,"HIST2H2BE,HIST1H2BB",SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",6UPK,"0,2","2,2","2,0"
canonical H2B,"HIST2H2BE,HIST1H2BB",SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",6UPL,"0,2","2,2","2,0"
canonical H2B,HIST2H2BE,WEE1,,,0,1,1
canonical H2B,HIST2H2BE,CDK9,TF,,1,1,0
canonical H2B,HIST2H2BE,TAF1A,TF,,1,1,0
canonical H2B,"HIST2H2BE,HIST1H2BB,HIST1H2BG",BRD2,PTM readers,,"2,1,1","2,0,0","0,0,1"
canonical H2B,"HIST2H2BE,HIST1H2BH",DEK,"Chromatin remodelers,Histone chaperones,TF",,"1,0","1,1","0,1"
canonical H2B,"HIST2H2BE,HIST1H2BN",DRAP1,TF,,"0,0","1,0","1,1"
canonical H2B,HIST2H2BE,USP15,,,1,1,0
canonical H2B,"HIST2H2BE,HIST1H2BB",TCF20,TF,,"1,1","1,0","0,0"
canonical H2B,"HIST2H2BE,HIST1H2BB",GATAD2A,"PTM erasers,DNA modificators,Chromatin remodelers,TF",,"1,1","1,1","0,0"
canonical H2B,HIST2H2BE,EP300,"PTM writers,PTM readers,TF",,1,1,0
canonical H2B,HIST2H2BE,NCL,"Histone chaperones,TF",,1,1,0
canonical H2B,"HIST2H2BE,HIST1H2BJ",MDM2,TF,,"1,1","1,0","0,1"
canonical H2B,"HIST2H2BE,HIST1H2BG",BRCA1,"PTM writers,TF,DNA repair",,"1,1","1,0","0,1"
canonical H2B,"HIST2H2BE,HIST1H2BG",UIMC1,DNA repair,,"1,1","1,0","0,1"
canonical H2B,HIST2H2BE,SMC1B,Chromatin architecture,,1,1,1
canonical H2B,HIST2H2BE,POLR2A,"TF,Transcription associated",,1,1,0
canonical H2B,"HIST1H2BG,HIST1H2BB",TP53BP1,"TF,Replication associated,DNA repair",5KGF,"0,1","3,1","3,0"
canonical H2B,HIST1H2BJ,PARP9,,,1,1,0
canonical H2B,HIST1H2BJ,DTX3L,PTM writers,,1,1,0
canonical H2B,"HIST1H2BM,HIST1H2BH",YY1,"Chromatin remodelers,TF,Transcription associated,Chromatin architecture",,"0,0","1,1","1,1"
canonical H2B,HIST1H2BH,RAN,TF,,0,1,1
canonical H2B,"HIST1H2BH,HIST1H2BB",DPY30,PTM writers,6PWV,"1,1","1,1","1,0"
canonical H2B,HIST1H2BH,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",6RYR,0,2,2
canonical H2B,HIST1H2BH,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",6RYU,0,2,2
canonical H2B,HIST1H2BH,DNMT1,"DNA modificators,TF,Replication associated",,0,1,1
canonical H2B,HIST1H2BH,TEX15,,,1,1,0
canonical H2B,HIST1H2BH,BAZ1B,"PTM writers,PTM readers,Chromatin remodelers,Histone chaperones,TF,DNA repair",,1,1,1
canonical H2B,HIST1H2BH,KDM1A,"PTM erasers,TF",6VYP,0,1,1
canonical H2B,"HIST1H2BH,HIST1H2BB,HIST1H2BG",TERF2,"TF,Replication associated",,"0,1,1","1,1,0","1,0,1"
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6PWX,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6PWV,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6PWW,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6KIW,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6KIV,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6KIX,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6KIZ,8,8,0
canonical H2B,HIST1H2BB,RBBP5,"PTM writers,TF",6KIU,8,8,0
canonical H2B,HIST1H2BB,TRRAP,"PTM writers,Chromatin remodelers,TF",,1,1,0
canonical H2B,HIST1H2BB,HIST1H3D,,,1,1,0
canonical H2B,HIST1H2BB,POLR1A,"TF,Transcription associated",,1,1,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6PWV,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6PWW,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6KIW,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6KIV,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6KIX,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6KIZ,7,7,0
canonical H2B,HIST1H2BB,WDR5,"PTM writers,PTM readers,TF",6KIU,7,7,0
canonical H2B,HIST1H2BB,SETD1A,PTM writers,,1,1,0
canonical H2B,HIST1H2BB,HIST2H3D,,,1,1,0
canonical H2B,HIST1H2BB,XRCC6,"TF,DNA repair",,1,1,0
canonical H2B,HIST1H2BB,XRCC5,"TF,DNA repair",,1,1,0
canonical H2B,HIST1H2BB,RPA3,"TF,Replication associated,DNA repair",,1,1,0
canonical H2B,HIST1H2BB,BAZ1A,"PTM readers,Chromatin remodelers,Histone chaperones,TF",,1,1,0
canonical H2B,HIST1H2BB,SIN3A,"PTM erasers,Chromatin remodelers,TF,Replication associated",,1,1,0
canonical H2B,HIST1H2BB,STAG2,,,1,1,0
canonical H2B,HIST1H2BB,DAXX,"Histone chaperones,TF",,1,1,0
canonical H2B,HIST1H2BB,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,1,1,0
canonical H2B,HIST1H2BB,RIF1,,,1,1,0
canonical H2B,HIST1H2BB,SMARCA5,"Chromatin remodelers,Histone chaperones,TF",6NE3,1,1,0
canonical H2B,"HIST1H2BB,HIST1H2BG",KMT2A,"PTM writers,PTM readers,DNA modificators,TF",6PWV,"6,6","6,0","0,6"
canonical H2B,"HIST1H2BB,HIST1H2BG",KMT2A,"PTM writers,PTM readers,DNA modificators,TF",6PWW,"6,6","6,0","0,6"
canonical H2B,"HIST1H2BB,HIST1H2BG",KMT2A,"PTM writers,PTM readers,DNA modificators,TF",6KIV,"6,6","6,0","0,6"
